year,election,office,candidate,first_name,middle_name,last_name,suffix
2015,general,JUDGE OF THE MUNICIPAL COURT,SHARON WILLIAMS LOSIER,SHARON,WILLIAMS,LOSIER,
2015,general,JUDGE OF THE SUPERIOR COURT,ALICE BECK DUBOW,ALICE,BECK,DUBOW,
2015,general,JUDGE OF THE SUPERIOR COURT,EMIL GIORDANO,EMIL,,GIORDANO,
2015,general,JUSTICE OF THE SUPREME COURT,CHRISTINE DONOHUE,CHRISTINE,,DONOHUE,
2015,general,JUSTICE OF THE SUPREME COURT,DAVID WECHT,DAVID,N,WECHT,
2015,general,JUSTICE OF THE SUPREME COURT,KEVIN M DOUGHERTY,KEVIN,M,DOUGHERTY,
2015,general,JUSTICE OF THE SUPREME COURT,PAUL P PANEPINTO,PAUL,P,PANEPINTO,
2015,general,JUSTICE OF THE SUPREME COURT,ANNE COVEY,ANNE,,COVEY,
2015,general,JUSTICE OF THE SUPREME COURT,JUDY OLSON,JUDY,,OLSON,
2015,general,JUSTICE OF THE SUPREME COURT,MIKE GEORGE,MIKE,,GEORGE,
2015,general,MAYOR,JIM KENNEY,JAMES,F,KENNEY,
2015,general,MAYOR,JAMES FOSTER,JAMES,,FOSTER,
2015,general,MAYOR,BORIS KINDIJ,BORIS,,KINDIJ,
2015,general,MAYOR,MELISSA MURRAY BAILEY,MELISSA,MURRAY,BAILEY,
2015,general,MAYOR,OSBORNE HART,OSBORNE,,HART,
2015,general,REGISTER OF WILLS,RONALD R DONATUCCI,RONALD,R,DONATUCCI,
2015,general,REGISTER OF WILLS,ROSS FEINBERG,ROSS,,FEINBERG,
2015,general,SHERIFF,JEWELL WILLIAMS,JEWELL,,WILLIAMS,
2015,general,SHERIFF,CHRISTOPHER SAWYER,CHRISTOPHER,,SAWYER,
2015,primary,CITY COMMISSIONERS,ANTHONY CLARK,ANTHONY,,CLARK,
2015,primary,CITY COMMISSIONERS,CAROL A JENKINS,CAROL,A,JENKINS,
2015,primary,CITY COMMISSIONERS,LISA M DEELEY,LISA,M,DEELEY,
2015,primary,CITY COMMISSIONERS,OMAR SABIR,OMAR,,SABIR,
2015,primary,CITY COMMISSIONERS,TRACEY L GORDON,TRACEY,L,GORDON,
2015,primary,CITY COMMISSIONERS,WILL MEGA,WILL,,MEGA,
2015,primary,CITY COMMISSIONERS,AL SCHMIDT,AL,,SCHMIDT,
2015,primary,COUNCIL AT LARGE,ALLAN DOMB,ALLAN,,DOMB,
2015,primary,COUNCIL AT LARGE,BLONDELL REYNOLDS BROWN,BLONDELL,REYNOLDS,BROWN,
2015,primary,COUNCIL AT LARGE,CARLA M CAIN,CARLA,M,CAIN,
2015,primary,COUNCIL AT LARGE,DEREK S GREEN,DEREK,S,GREEN,
2015,primary,COUNCIL AT LARGE,ED NEILSON,ED,,NEILSON,
2015,primary,COUNCIL AT LARGE,FRANK RIZZO,FRANK,,RIZZO,
2015,primary,COUNCIL AT LARGE,HELEN GYM,HELEN,,GYM,
2015,primary,COUNCIL AT LARGE,ISAIAH THOMAS,ISAIAH,,THOMAS,
2015,primary,COUNCIL AT LARGE,JENNE AYERS,JENNE,,AYERS,
2015,primary,COUNCIL AT LARGE,MARNIE AUMENT LOUGHREY,MARNIE,AUMENT,LOUGHREY,
2015,primary,COUNCIL AT LARGE,PAUL STEINKE,PAUL,,STEINKE,
2015,primary,COUNCIL AT LARGE,SHERRIE COHEN,SHERRIE,,COHEN,
2015,primary,COUNCIL AT LARGE,THOMAS WYATT,THOMAS,,WYATT,
2015,primary,COUNCIL AT LARGE,W WILSON GOODE JR,W,WILSON,GOODE,JR
2015,primary,COUNCIL AT LARGE,WILLIAM K GREENLEE,WILLIAM,K,GREENLEE,
2015,primary,COUNCIL AT LARGE,WILSON ALEXANDER,WILSON,,ALEXANDER,
2015,primary,COUNCIL AT LARGE,AL TAUBENBERGER,AL,,TAUBENBERGER,
2015,primary,COUNCIL AT LARGE,DANIEL TINNEY,DANIEL,,TINNEY,
2015,primary,COUNCIL AT LARGE,DAVID OH,DAVID,H,OH,
2015,primary,COUNCIL AT LARGE,DENNIS M O BRIEN,DENNIS,M,OBRIEN,
2015,primary,COUNCIL AT LARGE,JAMES WILLIAMS,JAMES,,WILLIAMS,
2015,primary,COUNCIL AT LARGE,MATT WOLFE,MATT,,WOLFE,
2015,primary,COUNCIL AT LARGE,TERRY TRACY,TERRENCE,J,TRACY,JR
2015,primary,DISTRICT COUNCIL,MARK F SQUILLA,MARK,F,SQUILLA,
2015,primary,DISTRICT COUNCIL,BRIAN J O NEILL,BRIAN,J,ONEILL,
2015,primary,DISTRICT COUNCIL,KENYATTA JOHNSON,KENYATTA,J,JOHNSON,
2015,primary,DISTRICT COUNCIL,ORI C FEIBUSH,ORI,C,FEIBUSH,
2015,primary,DISTRICT COUNCIL,JANNIE L BLACKWELL,JANNIE,L,BLACKWELL,
2015,primary,DISTRICT COUNCIL,CURTIS J JONES JR,CURTIS,J,JONES,JR
2015,primary,DISTRICT COUNCIL,DARRELL L CLARKE,DARRELL,L,CLARKE,
2015,primary,DISTRICT COUNCIL,BOBBY HENON,BOBBY,,HENON,
2015,primary,DISTRICT COUNCIL,MANNY MORALES,MANNY,,MORALES,
2015,primary,DISTRICT COUNCIL,MARIA QUINONES SANCHEZ,MARIA,QUINONES,SANCHEZ,
2015,primary,DISTRICT COUNCIL,CINDY BASS,CINDY,M,BASS,
2015,primary,DISTRICT COUNCIL,CHERELLE PARKER,CHERELLE,LESLEY,PARKER,
2015,primary,DISTRICT COUNCIL,KEVIN STRICKLAND,KEVIN,,STRICKLAND,
2015,primary,JUDGE OF THE COMMONWEALTH COURT,MICHAEL WOJCIK,MICHAEL,,WOJCIK,
2015,primary,JUDGE OF THE COMMONWEALTH COURT,TODD EAGEN,TODD,,EAGEN,
2015,primary,JUDGE OF THE COMMONWEALTH COURT,PAUL LALLEY,PAUL,,LALLEY,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,ABBE FLETMAN,ABBE,,FLETMAN,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,ANTHONY KYRIAKAKIS,ANTHONY,,KYRIAKAKIS,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,BETSY WAHL,BETSY,,WAHL,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,BRIAN T ORTELERE,BRIAN,T,ORTELERE,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,CHRIS MALLIOS,CHRISTOPHER,,MALLIOS,JR
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,CHRIS MCCABE,CHRIS,,MCCABE,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,DAINE GREY JR,DAINE,A,GREY,JR
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,DEBORAH WATSON STOKES,DEBORAH,WATSON,STOKES,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,EDWARD WILLIAM LOUDEN JR,EDWARD,WILLIAM,LOUDEN,JR
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,FRANCES FATTAH,FRANCES,,FATTAH,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,FRANKLIN A BENNETT III,FRANKLIN,A,BENNETT,III
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,JAMES F BERARDINELLI,JAMES,F,BERARDINELLI,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,JENNIFER SCHULTZ,JENNIFER,,SCHULTZ,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,JODI LOBEL,JODI,,LOBEL,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,JON MARSHALL,JON,,MARSHALL,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,JOSHUA HILL,JOSHUA,,HILL,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,KAI SCOTT,KAI,,SCOTT,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,KEN POWELL,KENNETH,J,POWELL,JR
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,LEON A KING II,LEON,A,KING,II
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,LEON GOODMAN,LEON,,GOODMAN,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,LUCRETIA CLEMONS,LUCRETIA,C,CLEMONS,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,LYNNE M SUMMERS,LYNNE,M,SUMMERS,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,LYRIS YOUNGE,JOHN,MILTON,YOUNGE,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,MARISSA BRUMBACH,MARISSA,,BRUMBACH,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,MIA ROBERTS PEREZ,MIA,ROBERTS,PEREZ,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,MICHAEL FANNING,MICHAEL,,FANNING,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,RAINY PAPADEMETRIOU,RAINY,,PAPADEMETRIOU,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,RANIA MAJOR,RANIA,,MAJOR,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,SANDJAI WEAVER,SANDJAI,,WEAVER,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,SCOTT DICLAUDIO,SCOTT,,DICLAUDIO,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,SHANESE JOHNSON,SHANESE,,JOHNSON,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,SHERMAN TOPPIN,SHERMAN,,TOPPIN,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,STARR MARSHALL CASH,STARR,MARSHALL,CASH,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,STELLA TSAI,STELLA,,TSAI,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,STEPHANIE M SAWYER,STEPHANIE,M,SAWYER,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,TANGIE M BOSTON,TANGIE,M,BOSTON,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,THOMAS MARTIN,THOMAS,,MARTIN,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,TRACY B ROMAN,TRACY,B,ROMAN,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,VINCE GIUSINI,VINCE,,GIUSINI,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,VINCENT FURLONG,VINCENT,,FURLONG,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,VINCENT N MELCHIORRE,VINCENT,N,MELCHIORRE,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,WAYNE M D BENNETT,WAYNE,M D,BENNETT,
2015,primary,JUDGE OF THE COURT OF COMMON PLEAS,WILLIAM J CIANCAGLINI,WILLIAM,J,CIANCAGLINI,
2015,primary,JUDGE OF THE MUNICIPAL COURT,CHRISTIAN DICICCO,CHRISTIAN,A,DICICCO,
2015,primary,JUDGE OF THE MUNICIPAL COURT,CHRISTINE HOPE,CHRISTINE,,HOPE,
2015,primary,JUDGE OF THE MUNICIPAL COURT,DANIEL R SULMAN,DANIEL,R,SULMAN,
2015,primary,JUDGE OF THE MUNICIPAL COURT,FRANKLIN A BENNETT III,FRANKLIN,A,BENNETT,III
2015,primary,JUDGE OF THE MUNICIPAL COURT,GARY S SILVER,GARY,S,SILVER,
2015,primary,JUDGE OF THE MUNICIPAL COURT,JOFFIE C PITTMAN,JOFFIE,C,PITTMAN,
2015,primary,JUDGE OF THE MUNICIPAL COURT,MATTHEW PERKS,MATTHEW,,PERKS,
2015,primary,JUDGE OF THE MUNICIPAL COURT,SHARON WILLIAMS LOSIER,SHARON,WILLIAMS,LOSIER,
2015,primary,JUDGE OF THE SUPERIOR COURT,ALICE BECK DUBOW,ALICE,BECK,DUBOW,
2015,primary,JUDGE OF THE SUPERIOR COURT,ROBERT COLVILLE,ROBERT,J,COLVILLE,
2015,primary,JUDGE OF THE SUPERIOR COURT,EMIL GIORDANO,EMIL,,GIORDANO,
2015,primary,JUSTICE OF THE SUPREME COURT,ANNE E LAZARUS,ANNE,E,LAZARUS,
2015,primary,JUSTICE OF THE SUPREME COURT,CHRISTINE DONOHUE,CHRISTINE,,DONOHUE,
2015,primary,JUSTICE OF THE SUPREME COURT,DAVID WECHT,DAVID,N,WECHT,
2015,primary,JUSTICE OF THE SUPREME COURT,DWAYNE D WOODRUFF,DWAYNE,D,WOODRUFF,
2015,primary,JUSTICE OF THE SUPREME COURT,JOHN HENRY FORADORA,JOHN,HENRY,FORADORA,
2015,primary,JUSTICE OF THE SUPREME COURT,KEVIN M DOUGHERTY,KEVIN,M,DOUGHERTY,
2015,primary,JUSTICE OF THE SUPREME COURT,ANNE COVEY,ANNE,,COVEY,
2015,primary,JUSTICE OF THE SUPREME COURT,CHERYL ALLEN,CHERYL,LYNN,ALLEN,
2015,primary,JUSTICE OF THE SUPREME COURT,CORREALE STEVENS,CORREALE,,STEVENS,
2015,primary,JUSTICE OF THE SUPREME COURT,JUDY OLSON,JUDY,,OLSON,
2015,primary,JUSTICE OF THE SUPREME COURT,MIKE GEORGE,MIKE,,GEORGE,
2015,primary,JUSTICE OF THE SUPREME COURT,REBECCA WARREN,REBECCA,,WARREN,
2015,primary,MAYOR,ANTHONY HARDY WILLIAMS,ANTHONY,HARDY,WILLIAMS,
2015,primary,MAYOR,DOUG OLIVER,DOUG,,OLIVER,
2015,primary,MAYOR,JIM KENNEY,JAMES,F,KENNEY,
2015,primary,MAYOR,LYNNE M ABRAHAM,LYNNE,M,ABRAHAM,
2015,primary,MAYOR,NELSON DIAZ,NELSON,,DIAZ,
2015,primary,MAYOR,T MILTON STREET SR,MILTON,,STREET,SR
2015,primary,MAYOR,MELISSA MURRAY BAILEY,MELISSA,MURRAY,BAILEY,
2015,primary,REGISTER OF WILLS,RONALD R DONATUCCI,RONALD,R,DONATUCCI,
2015,primary,REGISTER OF WILLS,ROSS FEINBERG,ROSS,,FEINBERG,
2015,primary,SHERIFF,JEWELL WILLIAMS,JEWELL,,WILLIAMS,
2015,primary,SHERIFF,CHRISTOPHER SAWYER,CHRISTOPHER,,SAWYER,
2016,general,ATTORNEY GENERAL,JOSH SHAPIRO,JOSH,,SHAPIRO,
2016,general,ATTORNEY GENERAL,JOHN RAFFERTY,JOHN,,RAFFERTY,
2016,general,AUDITOR GENERAL,EUGENE A DEPASQUALE,EUGENE,A,DEPASQUALE,
2016,general,AUDITOR GENERAL,JOHN J SWEENEY,JOHN,J,SWEENEY,
2016,general,AUDITOR GENERAL,ROY A MINET,ROY,A,MINET,
2016,general,AUDITOR GENERAL,JOHN BROWN,JOHN,,BROWN,
2016,general,PRESIDENT OF THE UNITED STATES,DARRELL L CASTLE,DARRELL,L,CASTLE,
2016,general,PRESIDENT OF THE UNITED STATES,HILLARY CLINTON,HILLARY,,CLINTON,
2016,general,PRESIDENT OF THE UNITED STATES,JILL STEIN,JILL,,STEIN,
2016,general,PRESIDENT OF THE UNITED STATES,GARY JOHNSON,GARY,,JOHNSON,
2016,general,PRESIDENT OF THE UNITED STATES,DONALD J TRUMP,DONALD,J,TRUMP,
2016,general,REPRESENTATIVE IN CONGRESS,ROBERT A BRADY,ROBERT,A,BRADY,
2016,general,REPRESENTATIVE IN CONGRESS,DEBORAH WILLIAMS,DEBORAH,L,WILLIAMS,
2016,general,REPRESENTATIVE IN CONGRESS,BRENDAN F BOYLE,BRENDAN,F,BOYLE,
2016,general,REPRESENTATIVE IN CONGRESS,DWIGHT EVANS,DWIGHT,,EVANS,
2016,general,REPRESENTATIVE IN CONGRESS,JAMES A JONES,JAMES,A,JONES,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ALBERT J DERMOVSESIAN,ALBERT,J,DERMOVSESIAN,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,THOMAS P MURT,THOMAS,P,MURT,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MATTHEW J DARRAGH,MATTHEW,J,DARRAGH,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARTINA WHITE,MARTINA,,WHITE,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KEVIN J BOYLE,KEVIN,J,BOYLE,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JIM PIO,JIM,,PIO,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MIKE DRISCOLL,MIKE,,DRISCOLL,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ED NEILSON,ED,,NEILSON,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL H OBRIEN,MICHAEL,H,OBRIEN,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOE HOHENSTEIN,JOE,,HOHENSTEIN,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN J TAYLOR,JOHN,J,TAYLOR,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JASON T DAWKINS,JASON,T,DAWKINS,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANGEL CRUZ,ANGEL,L,CRUZ,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,W CURTIS THOMAS,W,CURTIS,THOMAS,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BRIAN SIMS,BRIAN,K,SIMS,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM F KELLER,WILLIAM,F,KELLER,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARIA P DONATUCCI,MARIA,P,DONATUCCI,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JORDAN A HARRIS,JORDAN,A,HARRIS,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES R ROEBUCK,JAMES,R,ROEBUCK,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,VANESSA L BROWN,VANESSA,L,BROWN,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOANNA MCCLINTON,JOANNA,E,MCCLINTON,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MORGAN CEPHAS,MORGAN,,CEPHAS,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,PAM DELISSIO,PAMELA,A,DELISSIO,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BILL POUNDS,BILL,,POUNDS,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DONNA BULLOCK,DONNA,,BULLOCK,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LESLIE ACOSTA,LESLIE,,ACOSTA,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROSITA C YOUNGBLOOD,ROSITA,C,YOUNGBLOOD,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,CHRIS RABB,CHRIS,,RABB,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LATRYSE MCDOWELL,LATRYSE,,MCDOWELL,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,STEPHEN KINSEY,STEPHEN,,KINSEY,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JARED SOLOMON,JARED,,SOLOMON,
2016,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ISABELLA FITZGERALD,ISABELLA,,FITZGERALD,
2016,general,SENATOR IN THE GENERAL ASSEMBLY,LAWRENCE M FARNESE JR,LAWRENCE,M,FARNESE,JR
2016,general,SENATOR IN THE GENERAL ASSEMBLY,SHARIF STREET,SHARIF,T,STREET,
2016,general,SENATOR IN THE GENERAL ASSEMBLY,JOHN SABATINA,JOHN,P,SABATINA,JR
2016,general,SENATOR IN THE GENERAL ASSEMBLY,ROSS FEINBERG,ROSS,,FEINBERG,
2016,general,SENATOR IN THE GENERAL ASSEMBLY,VINCENT HUGHES,VINCENT,J,HUGHES,
2016,general,STATE TREASURER,JOE TORSELLA,JOE,,TORSELLA,
2016,general,STATE TREASURER,KRISTIN COMBS,KRISTIN,,COMBS,
2016,general,STATE TREASURER,JAMES BABB,JAMES,,BABB,
2016,general,STATE TREASURER,OTTO VOIT,OTTO,,VOIT,
2016,general,UNITED STATES SENATOR,KATIE MCGINTY,KATIE,,MCGINTY,
2016,general,UNITED STATES SENATOR,EDWARD T CLIFFORD III,EDWARD,T,CLIFFORD,III
2016,general,UNITED STATES SENATOR,PAT TOOMEY,PAT,,TOOMEY,
2016,primary,ATTORNEY GENERAL,JOHN MORGANELLI,JOHN,M,MORGANELLI,
2016,primary,ATTORNEY GENERAL,JOSH SHAPIRO,JOSH,,SHAPIRO,
2016,primary,ATTORNEY GENERAL,STEPHEN A ZAPPALA JR,STEPHEN,A,ZAPPALA,JR
2016,primary,ATTORNEY GENERAL,JOE PETERS,JOE,,PETERS,
2016,primary,ATTORNEY GENERAL,JOHN RAFFERTY,JOHN,,RAFFERTY,
2016,primary,AUDITOR GENERAL,EUGENE A DEPASQUALE,EUGENE,A,DEPASQUALE,
2016,primary,AUDITOR GENERAL,JOHN BROWN,JOHN,,BROWN,
2016,primary,PRESIDENT OF THE UNITED STATES,BERNIE SANDERS,BERNIE,,SANDERS,
2016,primary,PRESIDENT OF THE UNITED STATES,HILLARY CLINTON,HILLARY,,CLINTON,
2016,primary,PRESIDENT OF THE UNITED STATES,ROQUE ROCKY DE LA FUENTE,ROQUE,ROCKY DE LA,FUENTE,
2016,primary,PRESIDENT OF THE UNITED STATES,BEN CARSON,BEN,,CARSON,
2016,primary,PRESIDENT OF THE UNITED STATES,DONALD J TRUMP,DONALD,J,TRUMP,
2016,primary,PRESIDENT OF THE UNITED STATES,JEB BUSH,JEB,,BUSH,
2016,primary,PRESIDENT OF THE UNITED STATES,JOHN R KASICH,JOHN,R,KASICH,
2016,primary,PRESIDENT OF THE UNITED STATES,MARCO RUBIO,MARCO,,RUBIO,
2016,primary,PRESIDENT OF THE UNITED STATES,TED CRUZ,TED,,CRUZ,
2016,primary,REPRESENTATIVE IN CONGRESS,ROBERT A BRADY,ROBERT,A,BRADY,
2016,primary,REPRESENTATIVE IN CONGRESS,DEBORAH WILLIAMS,DEBORAH,L,WILLIAMS,
2016,primary,REPRESENTATIVE IN CONGRESS,BRENDAN F BOYLE,BRENDAN,F,BOYLE,
2016,primary,REPRESENTATIVE IN CONGRESS,BRIAN ANTHONY GORDON,BRIAN,ANTHONY,GORDON,
2016,primary,REPRESENTATIVE IN CONGRESS,CHAKA FATTAH,CHAKA,,FATTAH,
2016,primary,REPRESENTATIVE IN CONGRESS,DAN MUROFF,DAN,,MUROFF,
2016,primary,REPRESENTATIVE IN CONGRESS,DWIGHT EVANS,DWIGHT,,EVANS,
2016,primary,REPRESENTATIVE IN CONGRESS,JAMES A JONES,JAMES,A,JONES,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ALBERT J DERMOVSESIAN,ALBERT,J,DERMOVSESIAN,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,THOMAS P MURT,THOMAS,P,MURT,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,FRAN NELMS,FRAN,,NELMS,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MATTHEW J DARRAGH,MATTHEW,J,DARRAGH,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARTINA WHITE,MARTINA,,WHITE,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KEVIN J BOYLE,KEVIN,J,BOYLE,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JIM PIO,JIM,,PIO,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MIKE DRISCOLL,MIKE,,DRISCOLL,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ED NEILSON,ED,,NEILSON,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL H OBRIEN,MICHAEL,H,OBRIEN,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,SEAN SULLIVAN,SEAN,,SULLIVAN,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOE HOHENSTEIN,JOE,,HOHENSTEIN,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN J TAYLOR,JOHN,J,TAYLOR,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JASON T DAWKINS,JASON,T,DAWKINS,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANGEL CRUZ,ANGEL,L,CRUZ,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KENNETH T WALKER JR,KENNETH,T,WALKER,JR
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,W CURTIS THOMAS,W,CURTIS,THOMAS,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BEN WAXMAN,BEN,,WAXMAN,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BRIAN SIMS,BRIAN,K,SIMS,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LOU LANNI,LOU,,LANNI,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARNI SNYDER,MARNI,,SNYDER,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM F KELLER,WILLIAM,F,KELLER,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARIA P DONATUCCI,MARIA,P,DONATUCCI,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JORDAN A HARRIS,JORDAN,A,HARRIS,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES R ROEBUCK,JAMES,R,ROEBUCK,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DARRYL THOMAS,DARRYL,,THOMAS,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MOVITA JOHNSON HARRELL,MOVITA,JOHNSON,HARRELL,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RAY BAILEY,RAY,,BAILEY,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,TED SMITH,TED,,SMITH,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,VANESSA L BROWN,VANESSA,L,BROWN,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WANDA LOGAN,WANDA,,LOGAN,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOANNA MCCLINTON,JOANNA,E,MCCLINTON,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,EDWIN SANTANA,EDWIN,,SANTANA,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JESS JOHNSON,JESS,,JOHNSON,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LYNWOOD W SAVAGE,LYNWOOD,W,SAVAGE,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MORGAN CEPHAS,MORGAN,,CEPHAS,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,STEVEN JONES,STEVEN,,JONES,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,PAM DELISSIO,PAMELA,A,DELISSIO,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,SEAN STEVENS,SEAN,P,STEVENS,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BILL POUNDS,BILL,,POUNDS,
2016,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DONNA BULLOCK,DONNA,,BULLOCK,
