year,election,office,candidate,first_name,middle_name,last_name,suffix
2007,primary,JUDGE OF THE SUPERIOR COURT,ANNE E LAZARUS,ANNE,E,LAZARUS,
2007,primary,JUDGE OF THE SUPERIOR COURT,CHRISTINE DONOHUE,CHRISTINE,,DONOHUE,
2007,primary,JUDGE OF THE SUPERIOR COURT,JAMES M DELEON,JAMES,M,DELEON,III
2007,primary,JUDGE OF THE SUPERIOR COURT,JIMMY LYNN,JAMES,MURRAY,LYNN,
2007,primary,JUDGE OF THE SUPERIOR COURT,JOHN MILTON YOUNGE,JOHN,MILTON,YOUNGE,
2007,primary,JUDGE OF THE SUPERIOR COURT,RON FOLINO,RON,,FOLINO,
2007,primary,JUDGE OF THE SUPERIOR COURT,TIMOTHY J MCCORMICK,TIMOTHY,J,MCCORMICK,
2007,primary,JUDGE OF THE SUPERIOR COURT,BRUCE F BRATTON,BRUCE,F,BRATTON,
2007,primary,JUDGE OF THE SUPERIOR COURT,CHERYL LYNN ALLEN,CHERYL,LYNN,ALLEN,
2007,primary,JUDGE OF THE SUPERIOR COURT,JACQUELINE O SHOGAN,JACQUELINE,O,SHOGAN,
2007,primary,JUDGE OF THE TRAFFIC COURT,ALBERT C LITTLEPAGE JR,ALBERT,C,LITTLEPAGE,JR
2007,primary,JUDGE OF THE TRAFFIC COURT,BERNARD A STRAIN,BERNARD,A,STRAIN,
2007,primary,JUDGE OF THE TRAFFIC COURT,BETTY A TOWNES,BETTY,A,TOWNES,
2007,primary,JUDGE OF THE TRAFFIC COURT,BRENDA REAVIS,BRENDA,,REAVIS,
2007,primary,JUDGE OF THE TRAFFIC COURT,CANDIDO SILVA JR,CANDIDO,,SILVA,JR
2007,primary,JUDGE OF THE TRAFFIC COURT,CURTIS ALTON MCALLISTER,CURTIS,ALTON,MCALLISTER,
2007,primary,JUDGE OF THE TRAFFIC COURT,FREDERICK C MARI JR,FREDERICK,C,MARI,JR
2007,primary,JUDGE OF THE TRAFFIC COURT,HELEN HELLON D DIVERS,HELEN,HELLON,DIVERS,
2007,primary,JUDGE OF THE TRAFFIC COURT,JOHN CONNELLY,JOHN,,CONNELLY,
2007,primary,JUDGE OF THE TRAFFIC COURT,MIKE LOWRY,MIKE,,LOWRY,
2007,primary,JUDGE OF THE TRAFFIC COURT,ROBERT MULGREW,ROBERT,,MULGREW,
2007,primary,JUDGE OF THE TRAFFIC COURT,SANDRA A MILLS,SANDRA,A,MILLS,
2007,primary,JUDGE OF THE TRAFFIC COURT,SCOTT CUMMINGS,SCOTT,,CUMMINGS,
2007,primary,JUDGE OF THE TRAFFIC COURT,WAYNE A JOHNS,WAYNE,A,JOHNS,
2007,primary,JUDGE OF THE TRAFFIC COURT,WILLIE SINGLETARY,WILLIE,,SINGLETARY,
2007,primary,JUSTICE OF THE SUPREME COURT,C DARNELL JONES II,C,DARNELL,JONES,II
2007,primary,JUSTICE OF THE SUPREME COURT,DEBRA TODD,DEBRA,,TODD,
2007,primary,JUSTICE OF THE SUPREME COURT,SEAMUS MCCAFFERY,SEAMUS,,MCCAFFERY,
2007,primary,JUSTICE OF THE SUPREME COURT,WILLIS W BERRY JR,WILLIS,W,BERRY,JR
2007,primary,JUSTICE OF THE SUPREME COURT,MAUREEN E LALLY GREEN,MAUREEN,E LALLY,GREEN,
2007,primary,JUSTICE OF THE SUPREME COURT,MIKE KRANCER,MIKE,,KRANCER,
2007,primary,JUSTICE OF THE SUPREME COURT,PAUL P PANEPINTO,PAUL,P,PANEPINTO,
2007,primary,MAYOR,CHAKA FATTAH,CHAKA,,FATTAH,
2007,primary,MAYOR,DWIGHT EVANS,DWIGHT,,EVANS,
2007,primary,MAYOR,JESUS WHITE,JESUS,,WHITE,
2007,primary,MAYOR,MICHAEL NUTTER,MICHAEL,A,NUTTER,
2007,primary,MAYOR,QUEENA BASS,QUEENA,,BASS,
2007,primary,MAYOR,ROBERT A BRADY,ROBERT,A,BRADY,
2007,primary,MAYOR,THOMAS J KNOX,THOMAS,J,KNOX,
2007,primary,MAYOR,AL TAUBENBERGER,AL,,TAUBENBERGER,
2007,primary,REGISTER OF WILLS,RONALD R DONATUCCI,RONALD,R,DONATUCCI,
2007,primary,REGISTER OF WILLS,DAN SALVATORE,DAN,,SALVATORE,
2007,primary,SHERIFF,JACQUE WHAUMBUSH,JACQUE,P,WHAUMBUSH,
2007,primary,SHERIFF,JOHN D GREEN,JOHN,D,GREEN,
2007,primary,SHERIFF,MICHAEL W UNTERMEYER,MICHAEL,W,UNTERMEYER,
2008,general,ATTORNEY GENERAL,JOHN M MORGANELLI,JOHN,M,MORGANELLI,
2008,general,ATTORNEY GENERAL,MARAKAY J ROGERS,MARAKAY,J,ROGERS,
2008,general,ATTORNEY GENERAL,TOM CORBETT,TOM,,CORBETT,
2008,general,AUDITOR GENERAL,JACK WAGNER,JACK,,WAGNER,
2008,general,AUDITOR GENERAL,BETSY SUMMERS,BETSY,ELIZABETH,SUMMERS,
2008,general,AUDITOR GENERAL,CHET BEILER,CHET,,BEILER,
2008,general,PRESIDENT OF THE UNITED STATES,BARACK OBAMA,BARACK,,OBAMA,
2008,general,PRESIDENT OF THE UNITED STATES,RALPH NADER,RALPH,,NADER,
2008,general,PRESIDENT OF THE UNITED STATES,BOB BARR,BOB,,BARR,
2008,general,PRESIDENT OF THE UNITED STATES,JOHN MCCAIN,JOHN,,MCCAIN,
2008,general,REPRESENTATIVE IN CONGRESS,ROBERT A BRADY,ROBERT,A,BRADY,
2008,general,REPRESENTATIVE IN CONGRESS,MIKE MUHAMMAD,MICHAEL,C,MUHAMMAD,
2008,general,REPRESENTATIVE IN CONGRESS,JOHN P MCDERMOTT,JOHN,P,MCDERMOTT,
2008,general,REPRESENTATIVE IN CONGRESS,ALLYSON SCHWARTZ,ALLYSON,Y,SCHWARTZ,
2008,general,REPRESENTATIVE IN CONGRESS,MARINA KATS,MARINA,,KATS,
2008,general,REPRESENTATIVE IN CONGRESS,CHAKA FATTAH,CHAKA,,FATTAH,
2008,general,REPRESENTATIVE IN CONGRESS,ADAM A LANG,ADAM,A,LANG,
2008,general,REPRESENTATIVE IN CONGRESS,PATRICK J MURPHY,PATRICK,J,MURPHY,
2008,general,REPRESENTATIVE IN CONGRESS,TOM LINGENFELTER,TOM,,LINGENFELTER,
2008,general,REPRESENTATIVE IN CONGRESS,TOM MANION,TOM,,MANION,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LISA ROMANIELLO,LISA,,ROMANIELLO,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,THOMAS P MURT,THOMAS,P,MURT,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LAWRENCE H CURRY,LAWRENCE,H,CURRY,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DENNIS M O BRIEN,DENNIS,M,OBRIEN,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BRENDAN F BOYLE,BRENDAN,F,BOYLE,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MATT TAUBENBERGER,MATT,,TAUBENBERGER,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RICHARD B COSTELLO,RICHARD,B,COSTELLO,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN M PERZEL,JOHN,M,PERZEL,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL PATRICK MCGEEHAN,MICHAEL,PATRICK,MCGEEHAN,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BELINDA C NELSON,BELINDA,C,NELSON,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN P SABATINA JR,JOHN,P,SABATINA,JR
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL H O BRIEN,MICHAEL,H,OBRIEN,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,HARRY L ENGGASSER,HARRY,L,ENGGASSER,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN J TAYLOR,JOHN,J,TAYLOR,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,TONY J PAYTON JR,TONY,J,PAYTON,JR
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM KENNEDY,WILLIAM,,KENNEDY,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANGEL CRUZ,ANGEL,L,CRUZ,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ERIK SANCHEZ,ERIK,,SANCHEZ,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,W CURTIS THOMAS,W,CURTIS,THOMAS,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BABETTE JOSEPHS,BABETTE,,JOSEPHS,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WALLY ZIMOLONG,WALLY,,ZIMOLONG,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM F KELLER,WILLIAM,F,KELLER,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANTHONY BIONDO,ANTHONY,,BIONDO,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROBERT C DONATUCCI,ROBERT,C,DONATUCCI,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KAMALAH K BROWN,KAMALAH,K,BROWN,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KENYATTA JOHNSON,KENYATTA,J,JOHNSON,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES R ROEBUCK,JAMES,R,ROEBUCK,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,VANESSA L BROWN,VANESSA,L,BROWN,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RAHIM FOREMAN,RAHIM,,FOREMAN,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RONALD G WATERS,RONALD,GRANVILLE,WATERS,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LOUISE WILLIAMS BISHOP,LOUISE,WILLIAMS,BISHOP,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KATHY MANDERINO,KATHY,M,MANDERINO,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,THOMAS C ROLLAND,THOMAS,CHRISTOPHER,ROLLAND,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,FRANK L OLIVER SR,FRANK,L,OLIVER,SR
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,W JAMES KERNAGHAN,JAMES,W,KERNAGHAN,III
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JEWELL WILLIAMS,JEWELL,,WILLIAMS,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROSITA C YOUNGBLOOD,ROSITA,C,YOUNGBLOOD,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,CHERELLE L PARKER,CHERELLE,LESLEY,PARKER,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN MYERS,JOHN,,MYERS,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOSEPH L MESSA,JOSEPH,L,MESSA,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARK B COHEN,MARK,B,COHEN,
2008,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DWIGHT EVANS,DWIGHT,,EVANS,
2008,general,SENATOR IN THE GENERAL ASSEMBLY,LAWRENCE M FARNESE JR,LAWRENCE,M,FARNESE,JR
2008,general,SENATOR IN THE GENERAL ASSEMBLY,JACK MORLEY,JOHN,H,MORLEY,JR
2008,general,SENATOR IN THE GENERAL ASSEMBLY,SHIRLEY M KITCHEN,SHIRLEY,M,KITCHEN,
2008,general,SENATOR IN THE GENERAL ASSEMBLY,ROBERT S NIX,ROBERT,S,NIX,
2008,general,SENATOR IN THE GENERAL ASSEMBLY,MIKE STACK,MIKE,,STACK,
2008,general,SENATOR IN THE GENERAL ASSEMBLY,JOHN FARLEY,JOHN,,FARLEY,
2008,general,SENATOR IN THE GENERAL ASSEMBLY,VINCENT J HUGHES,VINCENT,J,HUGHES,
2008,general,SENATOR IN THE GENERAL ASSEMBLY,MARC PERRY,MARC,,PERRY,
2008,general,STATE TREASURER,ROBERT MCCORD,ROBERT,M,MCCORD,
2008,general,STATE TREASURER,BERLIE ETZEL,BERLIE,R,ETZEL,JR
2008,general,STATE TREASURER,TOM ELLIS,TOM,,ELLIS,
2008,primary,ATTORNEY GENERAL,JOHN M MORGANELLI,JOHN,M,MORGANELLI,
2008,primary,ATTORNEY GENERAL,TOM CORBETT,TOM,,CORBETT,
2008,primary,AUDITOR GENERAL,JACK WAGNER,JACK,,WAGNER,
2008,primary,AUDITOR GENERAL,CHET BEILER,CHET,,BEILER,
2008,primary,PRESIDENT OF THE UNITED STATES,BARACK OBAMA,BARACK,,OBAMA,
2008,primary,PRESIDENT OF THE UNITED STATES,HILLARY CLINTON,HILLARY,,CLINTON,
2008,primary,PRESIDENT OF THE UNITED STATES,JOHN MCCAIN,JOHN,,MCCAIN,
2008,primary,PRESIDENT OF THE UNITED STATES,MIKE HUCKABEE,MIKE,,HUCKABEE,
2008,primary,PRESIDENT OF THE UNITED STATES,RON PAUL,RON,,PAUL,
2008,primary,REPRESENTATIVE IN CONGRESS,ROBERT A BRADY,ROBERT,A,BRADY,
2008,primary,REPRESENTATIVE IN CONGRESS,MIKE MUHAMMAD,MICHAEL,C,MUHAMMAD,
2008,primary,REPRESENTATIVE IN CONGRESS,ALLYSON SCHWARTZ,ALLYSON,Y,SCHWARTZ,
2008,primary,REPRESENTATIVE IN CONGRESS,MARINA KATS,MARINA,,KATS,
2008,primary,REPRESENTATIVE IN CONGRESS,CHAKA FATTAH,CHAKA,,FATTAH,
2008,primary,REPRESENTATIVE IN CONGRESS,MICHAEL LIVINGSTON,MICHAEL,,LIVINGSTON,
2008,primary,REPRESENTATIVE IN CONGRESS,PATRICK J MURPHY,PATRICK,J,MURPHY,
2008,primary,REPRESENTATIVE IN CONGRESS,TOM MANION,TOM,,MANION,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LISA ROMANIELLO,LISA,,ROMANIELLO,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,THOMAS P MURT,THOMAS,P,MURT,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LAWRENCE H CURRY,LAWRENCE,H,CURRY,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DENNIS M O BRIEN,DENNIS,M,OBRIEN,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BRENDAN F BOYLE,BRENDAN,F,BOYLE,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MATT TAUBENBERGER,MATT,,TAUBENBERGER,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RICHARD B COSTELLO,RICHARD,B,COSTELLO,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,TIM KEARNEY,TIM,,KEARNEY,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN M PERZEL,JOHN,M,PERZEL,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL PATRICK MCGEEHAN,MICHAEL,PATRICK,MCGEEHAN,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BELINDA C NELSON,BELINDA,C,NELSON,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN P SABATINA JR,JOHN,P,SABATINA,JR
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL H O BRIEN,MICHAEL,H,OBRIEN,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,HARRY L ENGGASSER,HARRY,L,ENGGASSER,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN J TAYLOR,JOHN,J,TAYLOR,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,GUY D LEWIS,GUY,D,LEWIS,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,TONY J PAYTON JR,TONY,J,PAYTON,JR
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM KENNEDY,WILLIAM,,KENNEDY,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANGEL CRUZ,ANGEL,L,CRUZ,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JONATHAN RAMOS,JONATHAN,,RAMOS,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,W CURTIS THOMAS,W,CURTIS,THOMAS,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BABETTE JOSEPHS,BABETTE,,JOSEPHS,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,PEGGY BANASZEK,PEGGY,,BANASZEK,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROBERT J GORMLEY JR,ROBERT,J,GORMLEY,JR
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WALLY ZIMOLONG,WALLY,,ZIMOLONG,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,CHRISTIAN A DICICCO,CHRISTIAN,A,DICICCO,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM F KELLER,WILLIAM,F,KELLER,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANTHONY BIONDO,ANTHONY,,BIONDO,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROBERT C DONATUCCI,ROBERT,C,DONATUCCI,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KAMALAH K BROWN,KAMALAH,K,BROWN,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,HAROLD JAMES,HAROLD,,JAMES,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KENYATTA JOHNSON,KENYATTA,J,JOHNSON,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES R ROEBUCK,JAMES,R,ROEBUCK,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,THOMAS W BLACKWELL,THOMAS,W,BLACKWELL,IV
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,VANESSA L BROWN,VANESSA,L,BROWN,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RAHIM FOREMAN,RAHIM,,FOREMAN,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RONALD G WATERS,RONALD,GRANVILLE,WATERS,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LOUISE WILLIAMS BISHOP,LOUISE,WILLIAMS,BISHOP,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KATHY MANDERINO,KATHY,M,MANDERINO,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,THOMAS C ROLLAND,THOMAS,CHRISTOPHER,ROLLAND,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,FRANK L OLIVER SR,FRANK,L,OLIVER,SR
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,W JAMES KERNAGHAN,JAMES,W,KERNAGHAN,III
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JEWELL WILLIAMS,JEWELL,,WILLIAMS,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BYRON DAVIS,BYRON,,DAVIS,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROSITA C YOUNGBLOOD,ROSITA,C,YOUNGBLOOD,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,CHERELLE L PARKER,CHERELLE,LESLEY,PARKER,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN MYERS,JOHN,,MYERS,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOSEPH L MESSA,JOSEPH,L,MESSA,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARK B COHEN,MARK,B,COHEN,
2008,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DWIGHT EVANS,DWIGHT,,EVANS,
2008,primary,SENATOR IN THE GENERAL ASSEMBLY,ANNE DICKER,ANNE,,DICKER,
2008,primary,SENATOR IN THE GENERAL ASSEMBLY,JOHN J DOUGHERTY,JOHN,J,DOUGHERTY,
2008,primary,SENATOR IN THE GENERAL ASSEMBLY,LAWRENCE M FARNESE JR,LAWRENCE,M,FARNESE,JR
2008,primary,SENATOR IN THE GENERAL ASSEMBLY,JACK MORLEY,JOHN,H,MORLEY,JR
2008,primary,SENATOR IN THE GENERAL ASSEMBLY,SHIRLEY M KITCHEN,SHIRLEY,M,KITCHEN,
2008,primary,SENATOR IN THE GENERAL ASSEMBLY,ROBERT S NIX,ROBERT,S,NIX,
2008,primary,SENATOR IN THE GENERAL ASSEMBLY,MIKE STACK,MIKE,,STACK,
2008,primary,SENATOR IN THE GENERAL ASSEMBLY,JOHN FARLEY,JOHN,,FARLEY,
2008,primary,SENATOR IN THE GENERAL ASSEMBLY,VINCENT J HUGHES,VINCENT,J,HUGHES,
2008,primary,SENATOR IN THE GENERAL ASSEMBLY,MARC PERRY,MARC,,PERRY,
2008,primary,STATE TREASURER,DENNIS MORRISON WESLEY,DENNIS,MORRISON,WESLEY,
2008,primary,STATE TREASURER,JENNIFER L MANN,JENNIFER,L,MANN,
2008,primary,STATE TREASURER,JOHN F CORDISCO,JOHN,F,CORDISCO,
2008,primary,STATE TREASURER,ROBERT MCCORD,ROBERT,M,MCCORD,
2008,primary,STATE TREASURER,TOM ELLIS,TOM,,ELLIS,
2009,general,CITY CONTROLLER,ALAN L BUTKOVITZ,ALAN,L,BUTKOVITZ,
2009,general,CITY CONTROLLER,AL SCHMIDT,AL,,SCHMIDT,
2009,general,DISTRICT ATTORNEY,R SETH WILLIAMS,R,SETH,WILLIAMS,
2009,general,DISTRICT ATTORNEY,MICHAEL W UNTERMEYER,MICHAEL,W,UNTERMEYER,
2009,general,JUDGE OF THE COURT OF COMMON PLEAS,ADAM BELOFF,ADAM,,BELOFF,
2009,general,JUDGE OF THE COURT OF COMMON PLEAS,ANGELES ROCA,ANGELES,,ROCA,
2009,general,JUDGE OF THE COURT OF COMMON PLEAS,DAN ANDERS,DAN,,ANDERS,
2009,general,JUDGE OF THE COURT OF COMMON PLEAS,DIANE THOMPSON,DIANE,,THOMPSON,
2009,general,JUDGE OF THE COURT OF COMMON PLEAS,DONNA WOELPPER,DONNA,,WOELPPER,
2009,general,JUDGE OF THE COURT OF COMMON PLEAS,ROBERT COLEMAN,ROBERT,P,COLEMAN,
2009,general,JUDGE OF THE COURT OF COMMON PLEAS,ROXANNE COVINGTON,ROXANNE,,COVINGTON,
2009,general,JUDGE OF THE MUNICIPAL COURT,CHARLES HAYDEN,CHARLES,,HAYDEN,
2009,general,JUDGE OF THE MUNICIPAL COURT,DAWN A SEGAL,DAWN,A,SEGAL,
2009,general,JUDGE OF THE MUNICIPAL COURT,JOSEPH C WATERS JR,JOSEPH,C,WATERS,JR
2009,general,JUDGE OF THE MUNICIPAL COURT,PAT DUGAN,PAT,,DUGAN,
2009,general,JUDGE OF THE SUPERIOR COURT,ANNE E LAZARUS,ANNE,E,LAZARUS,
2009,general,JUDGE OF THE SUPERIOR COURT,KEVIN FRANCIS MCCARTHY,KEVIN,FRANCIS,MCCARTHY,
2009,general,JUDGE OF THE SUPERIOR COURT,ROBERT J COLVILLE,ROBERT,J,COLVILLE,
2009,general,JUDGE OF THE SUPERIOR COURT,TERESA SARMINA,TERESA,,SARMINA,
2009,general,JUDGE OF THE SUPERIOR COURT,MARAKAY J ROGERS,MARAKAY,J,ROGERS,
2009,general,JUDGE OF THE SUPERIOR COURT,JUDY OLSON,JUDY,,OLSON,
2009,general,JUDGE OF THE SUPERIOR COURT,PAULA OTT,PAULA,,OTT,
2009,general,JUDGE OF THE SUPERIOR COURT,SALLIE MUNDY,SALLIE,,MUNDY,
2009,general,JUDGE OF THE SUPERIOR COURT,TEMP SMITH,TEMP,,SMITH,
2009,general,JUSTICE OF THE SUPREME COURT,JACK PANELLA,JACK,,PANELLA,
2009,general,JUSTICE OF THE SUPREME COURT,JOAN ORIE MELVIN,JOAN,ORIE,MELVIN,
2009,primary,CITY CONTROLLER,ALAN L BUTKOVITZ,ALAN,L,BUTKOVITZ,
2009,primary,CITY CONTROLLER,BRETT MANDEL,BRETT,,MANDEL,
2009,primary,CITY CONTROLLER,JOHN L BRAXTON,JOHN,L,BRAXTON,
2009,primary,CITY CONTROLLER,AL SCHMIDT,AL,,SCHMIDT,
2009,primary,DISTRICT ATTORNEY,BRIAN GRADY,BRIAN,,GRADY,
2009,primary,DISTRICT ATTORNEY,DANIEL MCCAFFERY,DANIEL,D,MCCAFFERY,
2009,primary,DISTRICT ATTORNEY,DANIEL P MCELHATTON,DANIEL,P,MCELHATTON,
2009,primary,DISTRICT ATTORNEY,MICHAEL L TURNER,MICHAEL,L,TURNER,
2009,primary,DISTRICT ATTORNEY,R SETH WILLIAMS,R,SETH,WILLIAMS,
2009,primary,DISTRICT ATTORNEY,MICHAEL W UNTERMEYER,MICHAEL,W,UNTERMEYER,
2009,primary,JUDGE OF THE COMMONWEALTH COURT,BARBARA BEHREND ERNSBERGER,BARBARA,BEHREND,ERNSBERGER,
2009,primary,JUDGE OF THE COMMONWEALTH COURT,DANIEL K BRICMONT,DANIEL,K,BRICMONT,
2009,primary,JUDGE OF THE COMMONWEALTH COURT,JIMMY LYNN,JAMES,MURRAY,LYNN,
2009,primary,JUDGE OF THE COMMONWEALTH COURT,LINDA S JUDSON,LINDA,S,JUDSON,
2009,primary,JUDGE OF THE COMMONWEALTH COURT,MICHAEL D SHERMAN,MICHAEL,D,SHERMAN,
2009,primary,JUDGE OF THE COMMONWEALTH COURT,STEPHEN G POLLOCK,STEPHEN,G,POLLOCK,
2009,primary,JUDGE OF THE COMMONWEALTH COURT,AL FRIONI,AL,,FRIONI,
2009,primary,JUDGE OF THE COMMONWEALTH COURT,KEVIN BROBSON,KEVIN,,BROBSON,
2009,primary,JUDGE OF THE COMMONWEALTH COURT,PATRICIA A MCCULLOUGH,PATRICIA,A,MCCULLOUGH,
2009,primary,JUDGE OF THE COURT OF COMMON PLEAS,ADAM BELOFF,ADAM,,BELOFF,
2009,primary,JUDGE OF THE COURT OF COMMON PLEAS,ANGELES ROCA,ANGELES,,ROCA,
2009,primary,JUDGE OF THE COURT OF COMMON PLEAS,ANGELO J FOGLIETTA,ANGELO,J,FOGLIETTA,
2009,primary,JUDGE OF THE COURT OF COMMON PLEAS,ANNE MARIE B COYLE,ANNE,MARIE,COYLE,
2009,primary,JUDGE OF THE COURT OF COMMON PLEAS,BEVERLY MULDROW,BEVERLY,N,MULDROW,
2009,primary,JUDGE OF THE COURT OF COMMON PLEAS,CHRISTINE ADAIR,CHRISTINE,,ADAIR,
2009,primary,JUDGE OF THE COURT OF COMMON PLEAS,DAN ANDERS,DAN,,ANDERS,
2009,primary,JUDGE OF THE COURT OF COMMON PLEAS,DAWN M TANCREDI,DAWN,M,TANCREDI,
2009,primary,JUDGE OF THE COURT OF COMMON PLEAS,DIANE THOMPSON,DIANE,,THOMPSON,
2009,primary,JUDGE OF THE COURT OF COMMON PLEAS,DONNA WOELPPER,DONNA,,WOELPPER,
2009,primary,JUDGE OF THE COURT OF COMMON PLEAS,ELINORE O NEILL KOLODNER,ELINORE,O NEILL,KOLODNER,
